"state","State_name","Population","date","category","count","grade"
"TN","Tennessee ",6829174,2020-04-11,"negative",61714,"A"
"TX","Texas ",28995881,2020-04-11,"negative",107972,"A"
"UT","Utah ",3205958,2020-04-11,"negative",40340,"A"
"VA","Virginia ",8535519,2020-04-11,"negative",32922,"A"
"VT","Vermont ",623989,2020-04-11,"negative",8547,"A"
"WI","Wisconsin ",5822434,2020-04-11,"negative",34680,"A"
"WV","West Virginia *",1792147,2020-04-11,"negative",14875,"B"
"WY","Wyoming ",578759,2020-04-11,"negative",5198,"A"
"AK","Alaska ",731545,2020-04-10,"negative",7186,"A"
"AL","Alabama *",4903185,2020-04-10,"negative",18058,"B"
"AR","Arkansas ",3017804,2020-04-10,"negative",15949,"A"
"AZ","Arizona *",7278717,2020-04-10,"negative",34622,"B"
"CA","California *",39512223,2020-04-10,"negative",145391,"B"
"CO","Colorado ",5758736,2020-04-10,"negative",26143,"A"
"CT","Connecticut ",3565287,2020-04-10,"negative",25750,"A"
"DC","District of Columbia ",705749,2020-04-10,"negative",7695,"A"
"DE","Delaware ",973764,2020-04-10,"negative",10415,"A"
"FL","Florida ",21477737,2020-04-10,"negative",145299,"A"
"GA","Georgia ",10617423,2020-04-10,"negative",34664,"A"
"HI","Hawaii ",1415872,2020-04-10,"negative",15707,"A"
"IA","Iowa ",3155070,2020-04-10,"negative",14565,"A"
"ID","Idaho ",1787065,2020-04-10,"negative",11741,"A"
"IL","Illinois ",16980127,2020-04-10,"negative",69640,"A"
"IN","Indiana *",6732219,2020-04-10,"negative",28133,"B"
"KS","Kansas *",2913314,2020-04-10,"negative",10248,"B"
"KY","Kentucky ",4467673,2020-04-10,"negative",22595,"A"
"LA","Louisiana ",4648794,2020-04-10,"negative",73027,"A"
"MA","Massachusetts *",6892503,2020-04-10,"negative",81398,"B"
"MD","Maryland ",6045680,2020-04-10,"negative",37480,"A"
"ME","Maine ",1344212,2020-04-10,"negative",6088,"A"
"MI","Michigan *",9986857,2020-04-10,"negative",49261,"B"
"MN","Minnesota ",5639632,2020-04-10,"negative",32558,"A"
"MO","Missouri ",6840439,2020-04-10,"negative",36941,"A"
"MS","Mississippi ",2976149,2020-04-10,"negative",18632,"A"
"MT","Montana ",1068778,2020-04-10,"negative",7932,"A"
"NC","North Carolina ",10488084,2020-04-10,"negative",53737,"A"
"ND","North Dakota *",762062,2020-04-10,"negative",9330,"B"
"NE","Nebraska ",1934408,2020-04-10,"negative",8719,"A"
"NH","New Hampshire *",1359711,2020-04-10,"negative",9139,"B"
"NJ","New Jersey ",8882190,2020-04-10,"negative",58935,"A"
"NM","New Mexico ",2096829,2020-04-10,"negative",26007,"A"
"NV","Nevada ",3080156,2020-04-10,"negative",20165,"A"
"NY","New York ",19453561,2020-04-10,"negative",247373,"A"
"OH","Ohio *",11689100,2020-04-10,"negative",52695,"B"
"OK","Oklahoma *",3956971,2020-04-10,"negative",20370,"B"
"OR","Oregon ",4217737,2020-04-10,"negative",24306,"A"
"PA","Pennsylvania ",12801989,2020-04-10,"negative",93040,"A"
"PR","Puerto Rico ",2933408,2020-04-10,"negative",5121,"A"
"RI","Rhode Island *",1059361,2020-04-10,"negative",12281,"B"
"SC","South Carolina *",5148714,2020-04-10,"negative",25118,"B"
"SD","South Dakota ",884659,2020-04-10,"negative",7111,"A"
"TN","Tennessee ",6829174,2020-04-10,"negative",57937,"A"
"TX","Texas ",28995881,2020-04-10,"negative",104047,"A"
"UT","Utah ",3205958,2020-04-10,"negative",38660,"A"
"VA","Virginia ",8535519,2020-04-10,"negative",30950,"A"
"VT","Vermont ",623989,2020-04-10,"negative",7553,"A"
"WI","Wisconsin ",5822434,2020-04-10,"negative",33225,"A"
"WV","West Virginia *",1792147,2020-04-10,"negative",14001,"B"
"WY","Wyoming ",578759,2020-04-10,"negative",4736,"A"
"AK","Alaska ",731545,2020-04-09,"negative",6988,"A"
"AL","Alabama *",4903185,2020-04-09,"negative",18058,"B"
"AR","Arkansas ",3017804,2020-04-09,"negative",13832,"A"
"AZ","Arizona *",7278717,2020-04-09,"negative",34160,"B"
"CA","California *",39512223,2020-04-09,"negative",145191,"B"
"CO","Colorado ",5758736,2020-04-09,"negative",23544,"A"
"CT","Connecticut ",3565287,2020-04-09,"negative",23718,"A"
"DC","District of Columbia ",705749,2020-04-09,"negative",7201,"A"
"DE","Delaware ",973764,2020-04-09,"negative",8683,"A"
"FL","Florida ",21477737,2020-04-09,"negative",136185,"A"
"GA","Georgia ",10617423,2020-04-09,"negative",30519,"A"
"HI","Hawaii ",1415872,2020-04-09,"negative",15316,"A"
"IA","Iowa ",3155070,2020-04-09,"negative",13703,"A"
"ID","Idaho ",1787065,2020-04-09,"negative",11299,"A"
"IL","Illinois ",16980127,2020-04-09,"negative",64435,"A"
"IN","Indiana *",6732219,2020-04-09,"negative",25782,"B"
"KS","Kansas *",2913314,2020-04-09,"negative",9669,"B"
"KY","Kentucky ",4467673,2020-04-09,"negative",20455,"A"
"LA","Louisiana ",4648794,2020-04-09,"negative",68636,"A"
"MA","Massachusetts *",6892503,2020-04-09,"negative",76017,"B"
"MD","Maryland ",6045680,2020-04-09,"negative",35344,"A"
"ME","Maine ",1344212,2020-04-09,"negative",6088,"A"
"MI","Michigan *",9986857,2020-04-09,"negative",45550,"B"
"MN","Minnesota ",5639632,2020-04-09,"negative",31052,"A"
"MO","Missouri ",6840439,2020-04-09,"negative",34955,"A"
"MS","Mississippi ",2976149,2020-04-09,"negative",18632,"A"
"MT","Montana ",1068778,2020-04-09,"negative",7506,"A"
"NC","North Carolina ",10488084,2020-04-09,"negative",44158,"A"
"ND","North Dakota *",762062,2020-04-09,"negative",8721,"B"
"NE","Nebraska ",1934408,2020-04-09,"negative",8116,"A"
"NH","New Hampshire *",1359711,2020-04-09,"negative",8763,"B"
"NJ","New Jersey ",8882190,2020-04-09,"negative",56165,"A"
"NM","New Mexico ",2096829,2020-04-09,"negative",22942,"A"
"NV","Nevada ",3080156,2020-04-09,"negative",19315,"A"
"NY","New York ",19453561,2020-04-09,"negative",231612,"A"
"OH","Ohio *",11689100,2020-04-09,"negative",50473,"B"
"OK","Oklahoma *",3956971,2020-04-09,"negative",18595,"B"
"OR","Oregon ",4217737,2020-04-09,"negative",24306,"A"
"PA","Pennsylvania ",12801989,2020-04-09,"negative",87374,"A"
"PR","Puerto Rico ",2933408,2020-04-09,"negative",4703,"A"
"RI","Rhode Island *",1059361,2020-04-09,"negative",10682,"B"
"SC","South Carolina *",5148714,2020-04-09,"negative",24575,"B"
"SD","South Dakota ",884659,2020-04-09,"negative",6700,"A"
"TN","Tennessee ",6829174,2020-04-09,"negative",55215,"A"
"TX","Texas ",28995881,2020-04-09,"negative",95904,"A"
"UT","Utah ",3205958,2020-04-09,"negative",36397,"A"
"VA","Virginia ",8535519,2020-04-09,"negative",28984,"A"
"VT","Vermont ",623989,2020-04-09,"negative",7553,"A"
"WI","Wisconsin ",5822434,2020-04-09,"negative",31424,"A"
"WV","West Virginia *",1792147,2020-04-09,"negative",13340,"B"
"WY","Wyoming ",578759,2020-04-09,"negative",3920,"A"
"AK","Alaska ",731545,2020-04-08,"negative",6842,"A"
"AL","Alabama *",4903185,2020-04-08,"negative",16753,"B"
"AR","Arkansas ",3017804,2020-04-08,"negative",13530,"A"
"AZ","Arizona *",7278717,2020-04-08,"negative",31838,"B"
"CA","California *",39512223,2020-04-08,"negative",127307,"B"
"CO","Colorado ",5758736,2020-04-08,"negative",22665,"A"
"CT","Connecticut ",3565287,2020-04-08,"negative",21255,"A"
"DC","District of Columbia ",705749,2020-04-08,"negative",6843,"A"
"DE","Delaware ",973764,2020-04-08,"negative",7628,"A"
"FL","Florida ",21477737,2020-04-08,"negative",127679,"A"
"GA","Georgia ",10617423,2020-04-08,"negative",28886,"A"
"HI","Hawaii ",1415872,2020-04-08,"negative",14739,"A"
"IA","Iowa ",3155070,2020-04-08,"negative",12821,"A"
"ID","Idaho ",1787065,2020-04-08,"negative",10688,"A"
"IL","Illinois ",16980127,2020-04-08,"negative",59988,"A"
"IN","Indiana *",6732219,2020-04-08,"negative",24926,"B"
"KS","Kansas *",2913314,2020-04-08,"negative",8614,"B"
"KY","Kentucky ",4467673,2020-04-08,"negative",20455,"A"
"LA","Louisiana ",4648794,2020-04-08,"negative",64376,"A"
"MA","Massachusetts *",6892503,2020-04-08,"negative",70721,"B"
"MD","Maryland ",6045680,2020-04-08,"negative",32933,"A"
"ME","Maine ",1344212,2020-04-08,"negative",6088,"A"
"MI","Michigan *",9986857,2020-04-08,"negative",45550,"B"
"MN","Minnesota ",5639632,2020-04-08,"negative",29599,"A"
"MO","Missouri ",6840439,2020-04-08,"negative",30783,"A"
"MS","Mississippi ",2976149,2020-04-08,"negative",18632,"A"
"MT","Montana ",1068778,2020-04-08,"negative",7066,"A"
"NC","North Carolina ",10488084,2020-04-08,"negative",39561,"A"
"ND","North Dakota *",762062,2020-04-08,"negative",8301,"B"
"NE","Nebraska ",1934408,2020-04-08,"negative",7442,"A"
"NH","New Hampshire *",1359711,2020-04-08,"negative",8389,"B"
"NJ","New Jersey ",8882190,2020-04-08,"negative",52979,"A"
"NM","New Mexico ",2096829,2020-04-08,"negative",21451,"A"
"NV","Nevada ",3080156,2020-04-08,"negative",18248,"A"
"NY","New York ",19453561,2020-04-08,"negative",215837,"A"
"OH","Ohio *",11689100,2020-04-08,"negative",48193,"B"
"OK","Oklahoma *",3956971,2020-04-08,"negative",11821,"B"
"OR","Oregon ",4217737,2020-04-08,"negative",23325,"A"
"PA","Pennsylvania ",12801989,2020-04-08,"negative",82299,"A"
"PR","Puerto Rico ",2933408,2020-04-08,"negative",4266,"A"
"RI","Rhode Island *",1059361,2020-04-08,"negative",10682,"B"
"SC","South Carolina *",5148714,2020-04-08,"negative",22082,"B"
"SD","South Dakota ",884659,2020-04-08,"negative",6355,"A"
"TN","Tennessee ",6829174,2020-04-08,"negative",52256,"A"
"TX","Texas ",28995881,2020-04-08,"negative",86905,"A"
"UT","Utah ",3205958,2020-04-08,"negative",34270,"A"
"VA","Virginia ",8535519,2020-04-08,"negative",27000,"A"
"VT","Vermont ",623989,2020-04-08,"negative",7144,"A"
"WI","Wisconsin ",5822434,2020-04-08,"negative",30115,"A"
"WV","West Virginia *",1792147,2020-04-08,"negative",12083,"B"
"WY","Wyoming ",578759,2020-04-08,"negative",3843,"A"
"AK","Alaska ",731545,2020-04-07,"negative",6700,"A"
"AL","Alabama *",4903185,2020-04-07,"negative",12797,"B"
"AR","Arkansas ",3017804,2020-04-07,"negative",12692,"A"
"AZ","Arizona *",7278717,2020-04-07,"negative",30800,"B"
"CA","California *",39512223,2020-04-07,"negative",115364,"B"
"CO","Colorado ",5758736,2020-04-07,"negative",21703,"A"
"CT","Connecticut ",3565287,2020-04-07,"negative",21255,"A"
"DC","District of Columbia ",705749,2020-04-07,"negative",6612,"A"
"DE","Delaware ",973764,2020-04-07,"negative",7628,"A"
"FL","Florida ",21477737,2020-04-07,"negative",123415,"A"
"GA","Georgia ",10617423,2020-04-07,"negative",24895,"A"
"HI","Hawaii ",1415872,2020-04-07,"negative",13155,"A"
"IA","Iowa ",3155070,2020-04-07,"negative",11670,"A"
"ID","Idaho ",1787065,2020-04-07,"negative",10076,"A"
"IL","Illinois ",16980127,2020-04-07,"negative",55183,"A"
"IN","Indiana *",6732219,2020-04-07,"negative",23257,"B"
"KS","Kansas *",2913314,2020-04-07,"negative",8614,"B"
"KY","Kentucky ",4467673,2020-04-07,"negative",18947,"A"
"LA","Louisiana ",4648794,2020-04-07,"negative",58371,"A"
"MA","Massachusetts *",6892503,2020-04-07,"negative",66142,"B"
"MD","Maryland ",6045680,2020-04-07,"negative",27256,"A"
"ME","Maine ",1344212,2020-04-07,"negative",6088,"A"
"MI","Michigan *",9986857,2020-04-07,"negative",45550,"B"
"MN","Minnesota ",5639632,2020-04-07,"negative",28191,"A"
"MO","Missouri ",6840439,2020-04-07,"negative",28932,"A"
"MS","Mississippi ",2976149,2020-04-07,"negative",18632,"A"
"MT","Montana ",1068778,2020-04-07,"negative",6666,"A"
"NC","North Carolina ",10488084,2020-04-07,"negative",37861,"A"
"ND","North Dakota *",762062,2020-04-07,"negative",7466,"B"
"NE","Nebraska ",1934408,2020-04-07,"negative",6811,"A"
"NH","New Hampshire *",1359711,2020-04-07,"negative",8019,"B"
"NJ","New Jersey ",8882190,2020-04-07,"negative",50558,"A"
"NM","New Mexico ",2096829,2020-04-07,"negative",21139,"A"
"NV","Nevada ",3080156,2020-04-07,"negative",16552,"A"
"NY","New York ",19453561,2020-04-07,"negative",201195,"A"
"OH","Ohio *",11689100,2020-04-07,"negative",46056,"B"
"OK","Oklahoma *",3956971,2020-04-07,"negative",11821,"B"
"OR","Oregon ",4217737,2020-04-07,"negative",21826,"A"
"PA","Pennsylvania ",12801989,2020-04-07,"negative",76719,"A"
"PR","Puerto Rico ",2933408,2020-04-07,"negative",3966,"A"
"RI","Rhode Island *",1059361,2020-04-07,"negative",9077,"B"
"SC","South Carolina *",5148714,2020-04-07,"negative",21263,"B"
"SD","South Dakota ",884659,2020-04-07,"negative",5948,"A"
"TN","Tennessee ",6829174,2020-04-07,"negative",48736,"A"
"TX","Texas ",28995881,2020-04-07,"negative",80387,"A"
"UT","Utah ",3205958,2020-04-07,"negative",32909,"A"
"VA","Virginia ",8535519,2020-04-07,"negative",25312,"A"
"VT","Vermont ",623989,2020-04-07,"negative",6554,"A"
"WI","Wisconsin ",5822434,2020-04-07,"negative",28512,"A"
"WV","West Virginia *",1792147,2020-04-07,"negative",11647,"B"
"WY","Wyoming ",578759,2020-04-07,"negative",3789,"A"
"AK","Alaska ",731545,2020-04-06,"negative",6692,"A"
"AL","Alabama *",4903185,2020-04-06,"negative",12797,"B"
"AR","Arkansas ",3017804,2020-04-06,"negative",11970,"A"
"AZ","Arizona *",7278717,2020-04-06,"negative",30078,"B"
"CA","California *",39512223,2020-04-06,"negative",103095,"B"
"CO","Colorado ",5758736,2020-04-06,"negative",20823,"A"
"CT","Connecticut ",3565287,2020-04-06,"negative",19780,"A"
"DC","District of Columbia ",705749,2020-04-06,"negative",6356,"A"
"DE","Delaware ",973764,2020-04-06,"negative",6321,"A"
"FL","Florida ",21477737,2020-04-06,"negative",109950,"A"
"GA","Georgia ",10617423,2020-04-06,"negative",23960,"A"
"HI","Hawaii ",1415872,2020-04-06,"negative",13155,"A"
"IA","Iowa ",3155070,2020-04-06,"negative",10653,"A"
"ID","Idaho ",1787065,2020-04-06,"negative",9894,"A"
"IL","Illinois ",16980127,2020-04-06,"negative",50680,"A"
"IN","Indiana *",6732219,2020-04-06,"negative",21247,"B"
"KS","Kansas *",2913314,2020-04-06,"negative",8239,"B"
"KY","Kentucky ",4467673,2020-04-06,"negative",17812,"A"
"LA","Louisiana ",4648794,2020-04-06,"negative",54299,"A"
"MA","Massachusetts *",6892503,2020-04-06,"negative",62592,"B"
"MD","Maryland ",6045680,2020-04-06,"negative",25572,"A"
"ME","Maine ",1344212,2020-04-06,"negative",6088,"A"
"MI","Michigan *",9986857,2020-04-06,"negative",43120,"B"
"MN","Minnesota ",5639632,2020-04-06,"negative",27142,"A"
"MO","Missouri ",6840439,2020-04-06,"negative",27113,"A"
"MS","Mississippi ",2976149,2020-04-06,"negative",18632,"A"
"MT","Montana ",1068778,2020-04-06,"negative",6491,"A"
"NC","North Carolina ",10488084,2020-04-06,"negative",37856,"A"
"ND","North Dakota *",762062,2020-04-06,"negative",6988,"B"
"NE","Nebraska ",1934408,2020-04-06,"negative",6378,"A"
"NH","New Hampshire *",1359711,2020-04-06,"negative",7701,"B"
"NJ","New Jersey ",8882190,2020-04-06,"negative",47942,"A"
"NM","New Mexico ",2096829,2020-04-06,"negative",18512,"A"
"NV","Nevada ",3080156,2020-04-06,"negative",15676,"A"
"NY","New York ",19453561,2020-04-06,"negative",190122,"A"
"OH","Ohio *",11689100,2020-04-06,"negative",43928,"B"
"OK","Oklahoma *",3956971,2020-04-06,"negative",1422,"B"
"OR","Oregon ",4217737,2020-04-06,"negative",20669,"A"
"PA","Pennsylvania ",12801989,2020-04-06,"negative",70874,"A"
"PR","Puerto Rico ",2933408,2020-04-06,"negative",3432,"A"
"RI","Rhode Island *",1059361,2020-04-06,"negative",7399,"B"
"SC","South Carolina *",5148714,2020-04-06,"negative",16927,"B"
"SD","South Dakota ",884659,2020-04-06,"negative",5732,"A"
"TN","Tennessee ",6829174,2020-04-06,"negative",43548,"A"
"TX","Texas ",28995881,2020-04-06,"negative",78081,"A"
"UT","Utah ",3205958,2020-04-06,"negative",31719,"A"
"VA","Virginia ",8535519,2020-04-06,"negative",21643,"A"
"VT","Vermont ",623989,2020-04-06,"negative",6090,"A"
"WI","Wisconsin ",5822434,2020-04-06,"negative",26574,"A"
"WV","West Virginia *",1792147,2020-04-06,"negative",9595,"B"
"WY","Wyoming ",578759,2020-04-06,"negative",3719,"A"
"AK","Alaska ",731545,2020-04-05,"negative",6099,"A"
"AL","Alabama *",4903185,2020-04-05,"negative",11282,"B"
"AR","Arkansas ",3017804,2020-04-05,"negative",10412,"A"
"AZ","Arizona *",7278717,2020-04-05,"negative",25141,"B"
"CA","California *",39512223,2020-04-05,"negative",103095,"B"
"CO","Colorado ",5758736,2020-04-05,"negative",19335,"A"
"CT","Connecticut ",3565287,2020-04-05,"negative",17595,"A"
"DC","District of Columbia ",705749,2020-04-05,"negative",5836,"A"
"DE","Delaware ",973764,2020-04-05,"negative",6321,"A"
"FL","Florida ",21477737,2020-04-05,"negative",101253,"A"
"GA","Georgia ",10617423,2020-04-05,"negative",21185,"A"
"HI","Hawaii ",1415872,2020-04-05,"negative",12604,"A"
"IA","Iowa ",3155070,2020-04-05,"negative",9973,"A"
"ID","Idaho ",1787065,2020-04-05,"negative",9184,"A"
"IL","Illinois ",16980127,2020-04-05,"negative",47727,"A"
"IN","Indiana *",6732219,2020-04-05,"negative",18241,"B"
"KS","Kansas *",2913314,2020-04-05,"negative",7476,"B"
"KY","Kentucky ",4467673,2020-04-05,"negative",15746,"A"
"LA","Louisiana ",4648794,2020-04-05,"negative",47315,"A"
"MA","Massachusetts *",6892503,2020-04-05,"negative",59437,"B"
"MD","Maryland ",6045680,2020-04-05,"negative",24728,"A"
"ME","Maine ",1344212,2020-04-05,"negative",6088,"A"
"MI","Michigan *",9986857,2020-04-05,"negative",40331,"B"
"MN","Minnesota ",5639632,2020-04-05,"negative",25842,"A"
"MO","Missouri ",6840439,2020-04-05,"negative",24882,"A"
"MS","Mississippi ",2976149,2020-04-05,"negative",5580,"A"
"MT","Montana ",1068778,2020-04-05,"negative",6317,"A"
"NC","North Carolina ",10488084,2020-04-05,"negative",37460,"A"
"ND","North Dakota *",762062,2020-04-05,"negative",6580,"B"
"NE","Nebraska ",1934408,2020-04-05,"negative",5558,"A"
"NH","New Hampshire *",1359711,2020-04-05,"negative",7411,"B"
"NJ","New Jersey ",8882190,2020-04-05,"negative",44661,"A"
"NM","New Mexico ",2096829,2020-04-05,"negative",16285,"A"
"NV","Nevada ",3080156,2020-04-05,"negative",14995,"A"
"NY","New York ",19453561,2020-04-05,"negative",180249,"A"
"OH","Ohio *",11689100,2020-04-05,"negative",39713,"B"
"OK","Oklahoma *",3956971,2020-04-05,"negative",1401,"B"
"OR","Oregon ",4217737,2020-04-05,"negative",19556,"A"
"PA","Pennsylvania ",12801989,2020-04-05,"negative",66261,"A"
"PR","Puerto Rico ",2933408,2020-04-05,"negative",3073,"A"
"RI","Rhode Island *",1059361,2020-04-05,"negative",6259,"B"
"SC","South Carolina *",5148714,2020-04-05,"negative",16927,"B"
"SD","South Dakota ",884659,2020-04-05,"negative",5353,"A"
"TN","Tennessee ",6829174,2020-04-05,"negative",41667,"A"
"TX","Texas ",28995881,2020-04-05,"negative",64126,"A"
"UT","Utah ",3205958,2020-04-05,"negative",29287,"A"
"VA","Virginia ",8535519,2020-04-05,"negative",21034,"A"
"VT","Vermont ",623989,2020-04-05,"negative",6070,"A"
"WI","Wisconsin ",5822434,2020-04-05,"negative",25169,"A"
"WV","West Virginia *",1792147,2020-04-05,"negative",8514,"B"
"WY","Wyoming ",578759,2020-04-05,"negative",3040,"A"
"AK","Alaska ",731545,2020-04-04,"negative",5869,"A"
"AL","Alabama *",4903185,2020-04-04,"negative",9273,"B"
"AR","Arkansas ",3017804,2020-04-04,"negative",9627,"A"
"AZ","Arizona *",7278717,2020-04-04,"negative",25141,"B"
"CA","California *",39512223,2020-04-04,"negative",101674,"B"
"CO","Colorado ",5758736,2020-04-04,"negative",17898,"A"
"CT","Connecticut ",3565287,2020-04-04,"negative",16753,"A"
"DC","District of Columbia ",705749,2020-04-04,"negative",5536,"A"
"DE","Delaware ",973764,2020-04-04,"negative",5874,"A"
"FL","Florida ",21477737,2020-04-04,"negative",90956,"A"
"GA","Georgia ",10617423,2020-04-04,"negative",20134,"A"
"HI","Hawaii ",1415872,2020-04-04,"negative",11959,"A"
"IA","Iowa ",3155070,2020-04-04,"negative",9454,"A"
"ID","Idaho ",1787065,2020-04-04,"negative",7857,"A"
"IL","Illinois ",16980127,2020-04-04,"negative",43224,"A"
"IN","Indiana *",6732219,2020-04-04,"negative",15847,"B"
"KS","Kansas *",2913314,2020-04-04,"negative",6880,"B"
"KY","Kentucky ",4467673,2020-04-04,"negative",14741,"A"
"LA","Louisiana ",4648794,2020-04-04,"negative",46002,"A"
"MA","Massachusetts *",6892503,2020-04-04,"negative",57064,"B"
"MD","Maryland ",6045680,2020-04-04,"negative",22485,"A"
"ME","Maine ",1344212,2020-04-04,"negative",6088,"A"
"MI","Michigan *",9986857,2020-04-04,"negative",37405,"B"
"MN","Minnesota ",5639632,2020-04-04,"negative",24558,"A"
"MO","Missouri ",6840439,2020-04-04,"negative",22614,"A"
"MS","Mississippi ",2976149,2020-04-04,"negative",5133,"A"
"MT","Montana ",1068778,2020-04-04,"negative",5912,"A"
"NC","North Carolina ",10488084,2020-04-04,"negative",36371,"A"
"ND","North Dakota *",762062,2020-04-04,"negative",6021,"B"
"NE","Nebraska ",1934408,2020-04-04,"negative",5058,"A"
"NH","New Hampshire *",1359711,2020-04-04,"negative",6965,"B"
"NJ","New Jersey ",8882190,2020-04-04,"negative",41232,"A"
"NM","New Mexico ",2096829,2020-04-04,"negative",15137,"A"
"NV","Nevada ",3080156,2020-04-04,"negative",14421,"A"
"NY","New York ",19453561,2020-04-04,"negative",169917,"A"
"OH","Ohio *",11689100,2020-04-04,"negative",38132,"B"
"OK","Oklahoma *",3956971,2020-04-04,"negative",1362,"B"
"OR","Oregon ",4217737,2020-04-04,"negative",16535,"A"
"PA","Pennsylvania ",12801989,2020-04-04,"negative",60013,"A"
"PR","Puerto Rico ",2933408,2020-04-04,"negative",2605,"A"
"RI","Rhode Island *",1059361,2020-04-04,"negative",5584,"B"
"SC","South Carolina *",5148714,2020-04-04,"negative",16397,"B"
"SD","South Dakota ",884659,2020-04-04,"negative",5012,"A"
"TN","Tennessee ",6829174,2020-04-04,"negative",38070,"A"
"TX","Texas ",28995881,2020-04-04,"negative",57641,"A"
"UT","Utah ",3205958,2020-04-04,"negative",26615,"A"
"VA","Virginia ",8535519,2020-04-04,"negative",19145,"A"
"VT","Vermont ",623989,2020-04-04,"negative",5383,"A"
"WI","Wisconsin ",5822434,2020-04-04,"negative",23859,"A"
"WV","West Virginia *",1792147,2020-04-04,"negative",7404,"B"
"WY","Wyoming ",578759,2020-04-04,"negative",2945,"A"
"AK","Alaska ",731545,2020-04-03,"negative",5859,"A"
"AL","Alabama *",4903185,2020-04-03,"negative",8187,"B"
"AR","Arkansas ",3017804,2020-04-03,"negative",8995,"A"
"AZ","Arizona *",7278717,2020-04-03,"negative",22904,"B"
"CA","California *",39512223,2020-04-03,"negative",24599,"B"
"CO","Colorado ",5758736,2020-04-03,"negative",16683,"A"
"CT","Connecticut ",3565287,2020-04-03,"negative",15101,"A"
"DC","District of Columbia ",705749,2020-04-03,"negative",4827,"A"
"DE","Delaware ",973764,2020-04-03,"negative",4995,"A"
"FL","Florida ",21477737,2020-04-03,"negative",82137,"A"
"GA","Georgia ",10617423,2020-04-03,"negative",19434,"A"
"HI","Hawaii ",1415872,2020-04-03,"negative",10206,"A"
"IA","Iowa ",3155070,2020-04-03,"negative",8754,"A"
"ID","Idaho ",1787065,2020-04-03,"negative",7054,"A"
"IL","Illinois ",16980127,2020-04-03,"negative",39144,"A"
"IN","Indiana *",6732219,2020-04-03,"negative",14398,"B"
"KS","Kansas *",2913314,2020-04-03,"negative",6454,"B"
"KY","Kentucky ",4467673,2020-04-03,"negative",12034,"A"
"LA","Louisiana ",4648794,2020-04-03,"negative",43348,"A"
"MA","Massachusetts *",6892503,2020-04-03,"negative",52560,"B"
"MD","Maryland ",6045680,2020-04-03,"negative",20932,"A"
"ME","Maine ",1344212,2020-04-03,"negative",6088,"A"
"MI","Michigan *",9986857,2020-04-03,"negative",33670,"B"
"MN","Minnesota ",5639632,2020-04-03,"negative",23438,"A"
"MO","Missouri ",6840439,2020-04-03,"negative",19357,"A"
"MS","Mississippi ",2976149,2020-04-03,"negative",4753,"A"
"MT","Montana ",1068778,2020-04-03,"negative",5333,"A"
"NC","North Carolina ",10488084,2020-04-03,"negative",29505,"A"
"ND","North Dakota *",762062,2020-04-03,"negative",5625,"B"
"NE","Nebraska ",1934408,2020-04-03,"negative",4487,"A"
"NH","New Hampshire *",1359711,2020-04-03,"negative",6575,"B"
"NJ","New Jersey ",8882190,2020-04-03,"negative",37608,"A"
"NM","New Mexico ",2096829,2020-04-03,"negative",14375,"A"
"NV","Nevada ",3080156,2020-04-03,"negative",13018,"A"
"NY","New York ",19453561,2020-04-03,"negative",157657,"A"
"OH","Ohio *",11689100,2020-04-03,"negative",35063,"B"
"OK","Oklahoma *",3956971,2020-04-03,"negative",1315,"B"
"OR","Oregon ",4217737,2020-04-03,"negative",16535,"A"
"PA","Pennsylvania ",12801989,2020-04-03,"negative",53695,"A"
"PR","Puerto Rico ",2933408,2020-04-03,"negative",2049,"A"
"RI","Rhode Island *",1059361,2020-04-03,"negative",4857,"B"
"SC","South Carolina *",5148714,2020-04-03,"negative",5441,"B"
"SD","South Dakota ",884659,2020-04-03,"negative",4593,"A"
"TN","Tennessee ",6829174,2020-04-03,"negative",34772,"A"
"TX","Texas ",28995881,2020-04-03,"negative",50434,"A"
"UT","Utah ",3205958,2020-04-03,"negative",23002,"A"
"VA","Virginia ",8535519,2020-04-03,"negative",16993,"A"
"VT","Vermont ",623989,2020-04-03,"negative",4839,"A"
"WI","Wisconsin ",5822434,2020-04-03,"negative",22377,"A"
"WV","West Virginia *",1792147,2020-04-03,"negative",6130,"B"
"WY","Wyoming ",578759,2020-04-03,"negative",2704,"A"
"AK","Alaska ",731545,2020-04-02,"negative",4879,"A"
"AL","Alabama *",4903185,2020-04-02,"negative",7503,"B"
"AR","Arkansas ",3017804,2020-04-02,"negative",7880,"A"
"AZ","Arizona *",7278717,2020-04-02,"negative",21111,"B"
"CA","California *",39512223,2020-04-02,"negative",23809,"B"
"CO","Colorado ",5758736,2020-04-02,"negative",15303,"A"
"CT","Connecticut ",3565287,2020-04-02,"negative",14476,"A"
"DC","District of Columbia ",705749,2020-04-02,"negative",4417,"A"
"DE","Delaware ",973764,2020-04-02,"negative",4566,"A"
"FL","Florida ",21477737,2020-04-02,"negative",69286,"A"
"GA","Georgia ",10617423,2020-04-02,"negative",17609,"A"
"HI","Hawaii ",1415872,2020-04-02,"negative",10206,"A"
"IA","Iowa ",3155070,2020-04-02,"negative",8054,"A"
"ID","Idaho ",1787065,2020-04-02,"negative",6613,"A"
"IL","Illinois ",16980127,2020-04-02,"negative",35961,"A"
